project_category,project_budget_usd,project_deadline_days,fl_experience_level,fl_hourly_rate,fl_n_projects,fl_completion_rate,fl_on_time_rate,fl_avg_rating,fl_dispute_rate,fl_repeat_client_rate,fl_available_in_days,fl_hours_per_week,fl_avg_response_hours,fl_portfolio_score,budget_match_score,deadline_feasible,category_match,exp_level_num,success,project_category_enc
data,1000,30,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.721,1,1,1,1,0
data,2000,7,expert,93.67,29,0.959,0.93,4.77,0.035,0.779,3,30,0.7,6.8,0.127,1,1,4,1,0
marketing,500,7,senior,37.65,83,0.877,0.753,3.82,0.06,0.714,1,20,8.2,5.4,-1.0,1,1,3,1,3
dev,10000,30,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.099,1,1,2,1,2
marketing,2000,60,junior,16.84,11,0.723,0.573,3.35,0.219,0.371,0,20,9.9,2.6,0.337,1,1,1,1,3
marketing,20000,30,mid,38.72,25,0.808,0.643,3.82,0.13,0.494,0,10,17.0,4.8,0.077,1,1,2,1,3
marketing,500,90,expert,69.76,55,1.0,0.767,4.27,0.06,0.748,14,40,2.6,8.9,-1.0,1,1,4,1,3
writing,500,60,junior,10.02,44,0.633,0.504,3.08,0.201,0.534,3,20,0.4,0.3,0.802,1,0,1,1,4
design,500,60,mid,34.12,8,0.829,0.619,3.83,0.174,0.739,14,30,12.2,2.8,-0.73,1,1,2,1,1
writing,2000,60,mid,44.66,35,0.865,0.712,4.11,0.172,0.558,0,20,1.5,3.8,0.893,1,1,2,1,4
design,1000,30,mid,34.81,17,0.728,0.814,3.47,0.127,0.759,0,40,0.1,4.2,0.608,1,1,2,1,1
dev,2000,14,mid,36.96,48,0.618,0.753,3.59,0.143,0.73,3,40,4.3,3.0,0.739,1,1,2,1,2
design,500,7,junior,17.35,21,0.604,0.897,3.21,0.172,0.625,30,40,6.3,2.6,0.612,0,1,1,1,1
dev,1000,60,junior,19.98,6,0.7,0.564,3.93,0.244,0.717,0,40,0.7,1.1,0.799,1,1,1,1,2
dev,500,14,mid,14.78,50,0.72,0.631,3.56,0.118,0.632,3,30,4.0,4.8,0.818,1,1,2,1,2
design,500,14,mid,40.94,20,0.745,0.802,3.67,0.127,0.648,3,30,7.5,3.7,-1.0,1,0,2,0,1
writing,1000,30,expert,107.25,200,0.954,0.853,4.46,0.086,0.828,3,30,0.9,8.9,-1.0,1,1,4,1,4
marketing,1000,7,mid,16.92,3,0.844,0.666,3.67,0.206,0.595,0,10,4.4,4.4,0.677,1,1,2,1,3
marketing,10000,30,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.071,1,1,1,0,3
marketing,2000,7,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.357,1,1,1,0,3
data,500,60,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.558,1,1,1,1,0
data,2000,90,junior,12.19,5,0.744,0.732,2.72,0.249,0.582,1,20,0.6,1.9,0.244,1,0,1,0,0
marketing,10000,30,expert,121.18,138,1.0,0.905,4.68,0.062,0.85,3,10,4.5,8.2,0.485,1,0,4,1,3
writing,1000,14,mid,18.37,33,0.621,0.58,4.26,0.184,0.629,3,30,2.8,4.7,0.735,1,1,2,1,4
marketing,2000,14,junior,9.34,25,0.709,0.669,3.69,0.226,0.575,0,20,1.7,2.9,0.187,1,1,1,1,3
writing,1000,90,mid,29.65,9,0.827,0.806,3.43,0.172,0.697,3,10,0.3,3.1,0.814,1,0,2,1,4
data,500,90,mid,11.87,88,0.762,0.704,3.8,0.205,0.77,0,20,17.6,4.8,0.95,1,0,2,1,0
dev,1000,14,junior,11.02,30,0.562,0.479,3.36,0.189,0.7,3,10,8.7,2.0,0.441,1,1,1,1,2
writing,500,90,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.006,1,1,2,1,4
design,10000,30,junior,19.19,23,0.686,0.579,3.7,0.198,0.503,7,10,5.4,2.9,0.077,1,1,1,1,1
writing,1000,14,senior,80.36,105,0.767,0.812,5.0,0.105,0.783,3,30,7.8,7.1,-1.0,1,1,3,1,4
dev,1000,14,junior,11.17,9,0.607,0.622,3.56,0.22,0.536,0,20,5.0,1.6,0.447,1,1,1,0,2
design,1000,30,junior,8.0,24,0.562,0.664,3.14,0.231,0.471,0,10,5.3,1.5,0.32,1,1,1,0,1
dev,2000,60,mid,42.41,12,0.773,0.891,3.52,0.096,0.742,1,20,5.7,4.3,0.848,1,1,2,1,2
design,2000,30,mid,33.23,43,0.828,0.674,3.75,0.145,0.645,0,10,8.6,4.0,0.665,1,1,2,1,1
dev,500,14,mid,34.49,28,0.778,0.791,4.09,0.157,0.759,14,40,1.9,3.8,-0.759,0,0,2,0,2
data,10000,30,expert,154.05,25,0.968,0.855,4.39,0.057,0.968,14,40,1.4,8.8,0.616,1,1,4,1,0
design,500,30,senior,70.76,10,0.879,0.935,4.59,0.147,0.877,0,20,7.5,6.7,-1.0,1,1,3,1,1
marketing,500,30,expert,135.23,200,0.923,0.811,4.62,0.009,0.688,3,20,14.4,9.3,-1.0,1,0,4,1,3
marketing,10000,30,expert,132.56,11,0.935,1.0,4.68,0.085,0.786,1,20,4.2,7.7,0.53,1,1,4,1,3
writing,1000,90,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.997,1,1,2,1,4
design,2000,60,expert,127.78,6,1.0,0.975,4.5,0.037,0.801,1,20,15.6,8.0,-0.556,1,0,4,1,1
writing,500,14,mid,23.55,1,0.769,0.767,4.48,0.132,0.724,3,20,1.6,3.3,0.116,1,1,2,0,4
writing,10000,30,mid,44.66,35,0.865,0.712,4.11,0.172,0.558,0,20,1.5,3.8,0.179,1,1,2,1,4
data,2000,90,mid,44.59,9,0.864,0.831,4.0,0.136,0.763,0,20,11.2,5.2,0.892,1,1,2,0,0
writing,5000,30,senior,68.52,22,0.993,0.874,4.14,0.15,0.889,0,40,0.4,4.8,0.548,1,0,3,1,4
dev,5000,60,mid,25.4,15,0.783,0.775,4.07,0.169,0.765,7,30,6.6,4.2,0.203,1,1,2,1,2
dev,500,60,junior,10.55,23,0.693,0.558,3.13,0.229,0.642,3,10,0.5,1.7,0.844,1,1,1,1,2
data,2000,60,mid,41.62,25,0.703,0.848,3.68,0.093,0.579,0,40,1.8,4.4,0.832,1,0,2,1,0
data,2000,14,junior,19.65,21,0.685,0.721,3.13,0.231,0.579,14,40,0.5,1.3,0.393,0,1,1,1,0
design,500,30,junior,8.66,17,0.749,0.696,3.13,0.226,0.75,3,30,1.4,0.9,0.693,1,1,1,1,1
design,500,60,junior,17.77,3,0.695,0.555,3.89,0.219,0.415,0,30,0.3,2.9,0.578,1,1,1,0,1
writing,1000,60,senior,50.95,169,0.858,0.873,3.41,0.114,0.873,7,20,4.7,5.0,-0.038,1,1,3,0,4
writing,5000,30,mid,43.54,14,0.788,0.564,3.04,0.166,0.785,7,20,14.7,3.5,0.348,1,1,2,1,4
marketing,500,7,junior,12.16,26,0.672,0.732,2.8,0.17,0.514,1,10,5.2,2.0,0.973,1,1,1,1,3
dev,1000,30,expert,64.32,104,0.979,0.926,4.11,0.03,0.945,1,40,3.1,8.9,-0.573,1,1,4,1,2
design,2000,14,senior,81.96,71,0.988,0.667,4.51,0.068,0.729,14,30,3.1,6.7,0.361,0,0,3,0,1
writing,1000,14,mid,49.96,1,0.751,0.811,4.35,0.158,0.646,0,30,20.9,4.0,0.002,1,1,2,0,4
dev,10000,14,mid,23.37,18,0.762,0.717,3.94,0.141,0.743,1,20,4.4,3.6,0.093,1,1,2,1,2
marketing,5000,7,junior,14.19,12,0.549,0.659,3.36,0.213,0.563,14,30,10.8,1.4,0.114,0,0,1,1,3
data,5000,60,junior,19.65,21,0.685,0.721,3.13,0.231,0.579,14,40,0.5,1.3,0.157,1,1,1,1,0
marketing,500,60,junior,19.47,8,0.733,0.529,3.75,0.205,0.818,3,30,10.0,1.3,0.442,1,1,1,1,3
writing,500,14,expert,111.44,200,0.927,0.955,4.52,0.038,0.879,3,10,10.9,9.4,-1.0,1,1,4,1,4
dev,2000,60,junior,17.43,6,0.766,0.628,3.38,0.211,0.497,0,40,0.3,1.1,0.349,1,1,1,1,2
dev,1000,30,senior,57.97,71,0.75,0.847,4.1,0.151,0.862,1,20,2.4,5.7,-0.319,1,1,3,1,2
design,5000,30,senior,67.16,41,0.957,0.772,4.56,0.125,0.789,7,10,1.6,5.4,0.537,1,1,3,1,1
writing,2000,14,mid,34.81,17,0.728,0.814,3.47,0.127,0.759,0,40,0.1,4.2,0.696,1,0,2,0,4
writing,1000,14,senior,69.5,31,0.694,0.819,4.11,0.094,0.695,3,30,6.5,6.3,-0.78,1,1,3,1,4
design,1000,14,mid,39.06,23,0.847,0.585,3.88,0.106,0.811,30,20,4.0,4.8,0.438,0,1,2,1,1
marketing,20000,30,junior,29.64,1,0.74,0.814,3.11,0.207,0.582,7,40,7.0,3.7,0.059,1,1,1,0,3
design,500,14,junior,10.5,59,0.587,0.614,3.48,0.222,0.65,3,30,4.3,2.4,0.84,1,1,1,1,1
writing,1000,14,mid,45.99,57,0.826,0.7,4.45,0.145,0.693,3,10,2.4,2.7,0.16,1,1,2,1,4
marketing,1000,30,senior,30.32,61,0.833,0.834,4.98,0.154,0.855,3,10,2.5,6.6,0.787,1,0,3,1,3
writing,1000,14,mid,38.36,38,0.84,0.584,4.26,0.19,0.642,1,20,0.1,3.4,0.466,1,1,2,1,4
data,1000,7,mid,45.99,57,0.826,0.7,4.45,0.145,0.693,3,10,2.4,2.7,0.16,1,0,2,1,0
data,10000,30,junior,17.21,52,0.621,0.541,3.21,0.203,0.498,1,10,5.3,1.9,0.069,1,1,1,0,0
writing,1000,14,mid,24.26,31,0.987,0.771,3.87,0.139,0.831,7,30,29.1,5.6,0.97,0,1,2,1,4
marketing,500,7,junior,8.0,11,0.706,0.857,3.45,0.14,0.514,0,30,0.7,2.1,0.64,1,1,1,0,3
design,2000,14,senior,93.34,14,0.867,0.747,5.0,0.08,0.897,3,20,1.2,7.6,0.133,1,1,3,1,1
data,2000,60,mid,47.84,5,0.759,0.753,4.59,0.148,0.495,0,30,3.4,4.9,0.957,1,1,2,1,0
marketing,1000,14,expert,115.39,112,0.909,0.969,4.44,0.07,0.791,0,30,4.7,7.8,-1.0,1,1,4,1,3
marketing,5000,14,expert,115.39,112,0.909,0.969,4.44,0.07,0.791,0,30,4.7,7.8,0.923,1,1,4,1,3
data,2000,90,junior,10.08,91,0.646,0.553,2.84,0.2,0.504,7,30,6.1,1.0,0.202,1,1,1,0,0
design,20000,90,mid,54.5,40,0.815,0.583,4.44,0.182,0.609,3,40,13.7,5.0,0.109,1,1,2,1,1
writing,2000,90,junior,19.17,9,0.659,0.557,3.74,0.161,0.705,1,20,4.1,1.0,0.383,1,1,1,1,4
marketing,2000,14,senior,68.73,85,0.885,0.839,4.48,0.081,0.748,7,30,0.3,6.4,0.625,0,0,3,1,3
marketing,10000,7,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.053,0,0,1,1,3
marketing,2000,30,mid,24.92,125,0.722,0.785,3.95,0.129,0.546,7,20,2.3,3.1,0.498,1,1,2,1,3
marketing,500,14,junior,14.11,54,0.579,0.717,3.46,0.135,0.497,0,40,9.2,2.0,0.871,1,1,1,1,3
dev,5000,60,senior,79.18,57,0.924,0.934,4.18,0.094,0.944,0,30,2.0,6.6,0.633,1,0,3,1,2
writing,10000,30,junior,20.38,2,0.705,0.414,3.35,0.21,0.473,0,20,5.8,2.1,0.082,1,1,1,1,4
data,5000,30,senior,117.35,27,0.889,0.746,4.56,0.114,0.832,0,20,12.4,5.0,0.939,1,1,3,1,0
marketing,10000,30,mid,48.25,20,0.79,0.795,4.05,0.169,0.623,7,20,27.3,3.1,0.193,1,1,2,1,3
marketing,2000,90,mid,24.93,33,0.672,0.761,3.83,0.165,0.651,0,30,14.3,4.7,0.499,1,1,2,1,3
data,500,60,junior,8.23,90,0.66,0.492,3.34,0.219,0.581,7,10,13.6,1.5,0.658,1,0,1,1,0
writing,10000,30,mid,30.46,4,0.925,0.716,3.83,0.151,0.688,7,20,2.5,3.9,0.122,1,1,2,1,4
design,5000,90,expert,126.84,85,0.988,0.891,4.95,0.125,0.91,0,20,3.8,9.0,0.985,1,1,4,1,1
marketing,5000,30,mid,38.57,5,0.66,0.789,3.8,0.195,0.625,0,20,9.9,3.4,0.309,1,0,2,0,3
marketing,500,60,junior,9.27,14,0.775,0.429,3.19,0.175,0.733,1,10,22.3,2.6,0.742,1,1,1,1,3
dev,10000,7,mid,31.0,20,0.785,0.838,3.5,0.149,0.611,3,30,3.1,5.1,0.124,1,0,2,1,2
writing,500,30,senior,55.45,157,0.98,0.938,4.27,0.107,0.809,14,40,3.6,5.9,-1.0,1,1,3,1,4
dev,1000,60,junior,16.97,26,0.717,0.464,2.89,0.171,0.658,7,40,22.3,2.9,0.679,1,1,1,0,2
marketing,2000,30,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.357,1,1,1,1,3
marketing,20000,7,expert,111.96,76,0.891,0.964,4.51,0.0,0.917,3,10,0.7,7.8,0.224,1,0,4,1,3
writing,5000,30,junior,10.76,87,0.71,0.781,3.47,0.19,0.499,0,20,2.0,1.5,0.086,1,1,1,1,4
dev,1000,90,mid,21.84,38,0.82,0.793,3.4,0.105,0.605,0,40,2.0,3.3,0.874,1,1,2,1,2
data,2000,14,mid,8.88,5,0.707,0.763,4.59,0.171,0.784,14,20,7.9,4.8,0.178,0,0,2,1,0
design,20000,60,junior,8.3,3,0.56,0.548,4.21,0.238,0.619,7,40,7.8,1.8,0.017,1,1,1,0,1
design,2000,30,mid,39.06,23,0.847,0.585,3.88,0.106,0.811,30,20,4.0,4.8,0.781,0,1,2,1,1
writing,2000,30,expert,78.05,200,1.0,0.913,4.72,0.0,0.849,0,30,0.8,8.3,0.439,1,1,4,1,4
marketing,2000,60,expert,78.23,105,0.979,0.728,4.65,0.03,0.661,7,10,0.5,9.0,0.435,1,1,4,1,3
design,1000,30,senior,59.84,59,0.917,0.965,4.61,0.097,1.0,0,30,5.1,6.9,-0.394,1,1,3,1,1
marketing,10000,14,mid,35.2,120,0.588,0.689,4.5,0.19,0.661,1,30,13.3,3.9,0.141,1,1,2,0,3
dev,500,14,mid,22.01,53,0.807,0.717,3.86,0.204,0.72,0,10,9.7,3.4,0.239,1,1,2,1,2
dev,500,30,senior,35.36,63,0.834,0.876,4.65,0.145,0.625,1,20,2.5,4.9,-0.829,1,1,3,1,2
design,1000,60,junior,16.67,2,0.575,0.667,3.15,0.142,0.729,3,30,7.5,1.6,0.667,1,0,1,1,1
data,1000,60,mid,22.46,32,0.791,0.887,4.0,0.143,0.803,1,20,1.3,3.8,0.898,1,0,2,1,0
dev,2000,14,senior,47.26,13,0.965,0.774,4.82,0.123,0.953,1,20,6.0,5.5,0.945,1,1,3,1,2
dev,500,90,mid,42.41,12,0.773,0.891,3.52,0.096,0.742,1,20,5.7,4.3,-1.0,1,1,2,1,2
dev,1000,60,mid,15.31,13,0.671,0.823,4.17,0.171,0.697,3,40,11.4,3.1,0.612,1,0,2,1,2
design,10000,14,mid,32.59,23,0.801,0.803,3.58,0.133,0.615,14,30,3.7,3.7,0.13,0,0,2,1,1
writing,1000,60,senior,81.96,71,0.988,0.667,4.51,0.068,0.729,14,30,3.1,6.7,-1.0,1,1,3,1,4
design,10000,90,mid,34.81,17,0.728,0.814,3.47,0.127,0.759,0,40,0.1,4.2,0.139,1,1,2,1,1
writing,5000,14,junior,18.73,0,0.0,0.0,0.0,0.0,0.0,30,10,9.5,1.4,0.15,0,1,1,1,4
writing,1000,60,senior,81.96,71,0.988,0.667,4.51,0.068,0.729,14,30,3.1,6.7,-1.0,1,1,3,1,4
dev,500,7,mid,27.57,3,0.832,0.85,3.68,0.112,0.753,30,20,27.8,2.2,-0.206,0,1,2,0,2
data,500,60,junior,9.25,36,0.612,0.517,2.98,0.159,0.542,1,40,0.3,0.3,0.74,1,1,1,0,0
dev,2000,30,mid,11.87,88,0.762,0.704,3.8,0.205,0.77,0,20,17.6,4.8,0.237,1,0,2,1,2
design,2000,14,junior,9.25,36,0.612,0.517,2.98,0.159,0.542,1,40,0.3,0.3,0.185,1,0,1,0,1
writing,2000,60,mid,32.55,11,0.824,0.86,3.96,0.133,0.731,7,20,3.1,3.8,0.651,1,0,2,1,4
dev,2000,30,junior,12.4,28,0.581,0.632,4.04,0.195,0.567,7,40,1.3,2.9,0.248,1,0,1,0,2
writing,500,30,mid,38.36,38,0.84,0.584,4.26,0.19,0.642,1,20,0.1,3.4,-1.0,1,1,2,1,4
marketing,1000,30,expert,96.51,46,0.907,1.0,4.51,0.12,1.0,0,20,2.0,7.5,-1.0,1,1,4,1,3
data,1000,7,mid,37.38,24,0.869,0.713,3.43,0.155,0.671,14,10,4.4,3.5,0.505,0,1,2,0,0
dev,500,7,expert,93.25,82,0.99,0.907,3.61,0.057,0.87,14,40,2.9,8.6,-1.0,0,1,4,1,2
design,2000,30,senior,98.51,2,0.681,0.763,4.49,0.048,0.725,3,10,7.1,5.5,0.03,1,1,3,1,1
dev,2000,30,mid,20.08,10,0.893,0.75,4.0,0.129,0.617,7,20,2.2,3.5,0.402,1,1,2,1,2
design,5000,30,senior,100.3,93,0.912,0.768,4.08,0.038,0.795,14,20,9.6,7.4,0.802,1,1,3,1,1
writing,1000,90,senior,80.36,105,0.767,0.812,5.0,0.105,0.783,3,30,7.8,7.1,-1.0,1,1,3,1,4
dev,2000,30,senior,70.14,29,1.0,0.791,4.18,0.095,0.772,7,20,1.8,7.1,0.597,1,1,3,1,2
data,10000,30,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.072,1,1,1,1,0
writing,1000,30,mid,11.87,88,0.762,0.704,3.8,0.205,0.77,0,20,17.6,4.8,0.475,1,1,2,1,4
marketing,5000,30,mid,24.93,33,0.672,0.761,3.83,0.165,0.651,0,30,14.3,4.7,0.199,1,1,2,0,3
writing,1000,30,mid,43.54,14,0.788,0.564,3.04,0.166,0.785,7,20,14.7,3.5,0.258,1,1,2,0,4
design,5000,30,mid,36.65,153,0.815,0.808,4.08,0.2,0.679,1,10,9.3,4.7,0.293,1,1,2,1,1
marketing,1000,60,mid,44.6,7,0.665,0.711,3.92,0.082,0.67,7,30,0.5,4.0,0.216,1,1,2,1,3
marketing,2000,60,expert,101.64,200,0.948,0.949,4.14,0.101,0.85,3,20,7.9,9.6,-0.033,1,1,4,1,3
dev,1000,60,senior,61.85,19,0.866,0.845,4.25,0.107,0.947,0,20,12.0,5.6,-0.474,1,1,3,1,2
writing,5000,30,mid,38.36,38,0.84,0.584,4.26,0.19,0.642,1,20,0.1,3.4,0.307,1,1,2,1,4
dev,2000,30,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.497,1,1,2,1,2
design,500,14,senior,80.04,34,0.843,0.89,4.52,0.079,0.659,7,20,10.9,5.6,-1.0,0,1,3,0,1
design,500,60,expert,79.27,22,0.823,0.965,5.0,0.051,0.678,3,30,0.1,8.5,-1.0,1,1,4,1,1
dev,5000,60,senior,117.35,27,0.889,0.746,4.56,0.114,0.832,0,20,12.4,5.0,0.939,1,0,3,1,2
data,2000,30,junior,13.38,7,0.486,0.688,3.47,0.219,0.512,7,20,7.9,2.2,0.268,1,1,1,0,0
design,20000,90,senior,43.41,56,0.91,0.813,4.46,0.116,0.832,1,30,4.8,7.3,0.087,1,1,3,1,1
dev,2000,30,senior,57.06,6,0.959,0.992,4.17,0.095,0.758,0,30,0.4,5.0,0.859,1,0,3,1,2
marketing,5000,60,junior,12.16,26,0.672,0.732,2.8,0.17,0.514,1,10,5.2,2.0,0.097,1,1,1,0,3
dev,5000,30,junior,10.55,23,0.693,0.558,3.13,0.229,0.642,3,10,0.5,1.7,0.084,1,1,1,1,2
dev,10000,7,senior,72.19,107,0.849,0.807,4.4,0.125,0.631,30,30,1.8,6.6,0.289,0,0,3,1,2
writing,5000,30,expert,78.05,200,1.0,0.913,4.72,0.0,0.849,0,30,0.8,8.3,0.624,1,1,4,1,4
writing,2000,7,junior,8.0,5,0.653,0.597,2.29,0.176,0.595,14,30,2.1,2.0,0.16,0,1,1,1,4
writing,10000,30,senior,45.8,18,0.925,0.809,4.96,0.063,0.894,1,40,1.7,7.2,0.183,1,1,3,1,4
data,1000,60,expert,121.18,138,1.0,0.905,4.68,0.062,0.85,3,10,4.5,8.2,-1.0,1,1,4,1,0
dev,1000,14,senior,92.33,8,0.969,0.903,4.13,0.094,0.605,30,20,3.1,6.1,-1.0,0,1,3,1,2
design,500,60,expert,103.62,67,1.0,0.999,4.91,0.016,0.993,0,30,44.7,6.9,-1.0,1,1,4,1,1
data,1000,30,junior,21.69,13,0.716,0.478,3.33,0.141,0.417,30,30,16.8,2.2,0.868,0,1,1,1,0
dev,2000,30,junior,15.83,44,0.644,0.721,3.21,0.16,0.207,3,20,2.7,0.2,0.317,1,1,1,1,2
data,2000,30,junior,16.76,1,0.537,0.492,3.17,0.175,0.489,14,30,12.2,0.5,0.335,1,1,1,0,0
writing,2000,60,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.498,1,1,2,1,4
marketing,1000,90,junior,10.02,44,0.633,0.504,3.08,0.201,0.534,3,20,0.4,0.3,0.401,1,1,1,1,3
writing,500,60,expert,102.04,22,0.973,0.897,5.0,0.076,0.938,0,30,1.9,7.5,-1.0,1,1,4,1,4
marketing,10000,30,mid,24.92,125,0.722,0.785,3.95,0.129,0.546,7,20,2.3,3.1,0.1,1,1,2,1,3
dev,20000,90,senior,75.08,6,0.835,0.808,4.07,0.128,0.786,7,40,11.0,7.0,0.15,1,1,3,1,2
dev,1000,30,senior,27.63,15,1.0,0.777,3.63,0.151,0.873,0,20,14.0,5.5,0.895,1,0,3,1,2
marketing,1000,60,mid,45.99,57,0.826,0.7,4.45,0.145,0.693,3,10,2.4,2.7,0.16,1,0,2,1,3
writing,2000,30,junior,15.25,2,0.643,0.593,3.35,0.197,0.783,1,20,0.1,2.2,0.305,1,0,1,0,4
design,1000,7,senior,58.69,39,0.884,0.769,3.94,0.102,0.702,14,10,10.4,4.6,-0.348,0,1,3,1,1
marketing,1000,30,senior,93.74,21,0.95,0.689,4.22,0.099,0.856,3,30,2.8,6.9,-1.0,1,1,3,1,3
dev,1000,30,expert,99.3,24,0.852,0.884,5.0,0.064,0.849,0,40,7.3,9.8,-1.0,1,1,4,1,2
writing,10000,60,junior,8.0,5,0.653,0.597,2.29,0.176,0.595,14,30,2.1,2.0,0.032,1,1,1,1,4
dev,1000,14,mid,37.38,24,0.869,0.713,3.43,0.155,0.671,14,10,4.4,3.5,0.505,0,0,2,1,2
dev,1000,30,junior,16.97,26,0.717,0.464,2.89,0.171,0.658,7,40,22.3,2.9,0.679,1,1,1,0,2
design,1000,14,junior,10.49,12,0.723,0.545,3.2,0.181,0.724,3,30,9.0,1.7,0.42,1,1,1,1,1
marketing,500,30,mid,49.36,2,0.643,0.652,3.65,0.151,0.646,3,20,1.9,3.1,-1.0,1,1,2,0,3
design,5000,7,mid,36.81,36,0.783,0.743,4.61,0.176,0.557,3,30,1.0,4.9,0.294,1,1,2,1,1
dev,1000,14,mid,21.84,38,0.82,0.793,3.4,0.105,0.605,0,40,2.0,3.3,0.874,1,1,2,1,2
design,500,14,mid,28.56,17,0.796,0.744,3.9,0.19,0.669,1,30,5.4,3.8,-0.285,1,1,2,1,1
writing,1000,60,junior,21.05,12,0.505,0.561,4.19,0.166,0.616,0,30,4.0,1.9,0.842,1,0,1,0,4
design,500,14,expert,110.14,65,0.91,0.934,4.98,0.018,0.949,0,20,11.7,7.8,-1.0,1,1,4,1,1
writing,2000,30,senior,43.23,120,0.893,0.793,4.3,0.068,0.559,3,40,0.9,7.1,0.865,1,0,3,1,4
dev,10000,60,senior,67.8,60,0.851,0.697,4.23,0.108,0.684,1,40,0.4,5.0,0.271,1,1,3,0,2
design,2000,60,mid,31.0,20,0.785,0.838,3.5,0.149,0.611,3,30,3.1,5.1,0.62,1,0,2,0,1
data,1000,30,junior,16.97,26,0.717,0.464,2.89,0.171,0.658,7,40,22.3,2.9,0.679,1,0,1,1,0
marketing,2000,60,expert,96.65,60,0.868,0.839,4.46,0.012,0.889,0,40,2.7,6.6,0.067,1,1,4,1,3
design,1000,90,junior,17.35,21,0.604,0.897,3.21,0.172,0.625,30,40,6.3,2.6,0.694,1,1,1,0,1
writing,1000,14,mid,34.81,17,0.728,0.814,3.47,0.127,0.759,0,40,0.1,4.2,0.608,1,0,2,1,4
writing,500,60,senior,45.8,18,0.925,0.809,4.96,0.063,0.894,1,40,1.7,7.2,-1.0,1,1,3,1,4
data,1000,30,mid,47.84,5,0.759,0.753,4.59,0.148,0.495,0,30,3.4,4.9,0.086,1,1,2,1,0
data,1000,30,junior,13.64,0,0.0,0.0,0.0,0.0,0.0,0,40,1.7,3.0,0.546,1,1,1,1,0
design,500,90,expert,122.24,152,0.998,1.0,4.88,0.045,0.816,1,40,1.2,6.1,-1.0,1,0,4,1,1
design,1000,30,mid,32.59,23,0.801,0.803,3.58,0.133,0.615,14,30,3.7,3.7,0.696,1,0,2,1,1
data,2000,60,junior,18.0,8,0.767,0.548,3.17,0.209,0.578,14,10,1.1,2.7,0.36,1,1,1,0,0
dev,1000,30,expert,64.32,104,0.979,0.926,4.11,0.03,0.945,1,40,3.1,8.9,-0.573,1,1,4,1,2
dev,1000,60,mid,21.84,38,0.82,0.793,3.4,0.105,0.605,0,40,2.0,3.3,0.874,1,1,2,1,2
writing,1000,30,mid,33.03,100,0.77,0.822,3.61,0.105,0.529,0,40,0.4,3.2,0.679,1,1,2,1,4
data,5000,30,senior,48.57,61,0.91,0.881,4.55,0.07,0.818,7,10,10.5,6.9,0.389,1,1,3,1,0
data,2000,14,expert,152.55,161,0.894,0.889,4.43,0.041,0.936,1,30,2.5,9.2,-1.0,1,1,4,0,0
writing,1000,60,senior,49.19,174,0.909,0.865,4.21,0.106,0.769,7,30,1.5,8.1,0.032,1,0,3,1,4
data,10000,30,junior,9.25,36,0.612,0.517,2.98,0.159,0.542,1,40,0.3,0.3,0.037,1,1,1,1,0
dev,5000,7,mid,32.62,49,0.716,0.615,4.34,0.133,0.684,1,10,12.7,5.0,0.261,1,1,2,1,2
writing,5000,30,junior,14.1,0,0.0,0.0,0.0,0.0,0.0,0,40,2.6,1.7,0.113,1,1,1,0,4
data,2000,14,senior,53.0,200,0.786,0.907,4.68,0.147,0.828,1,40,7.7,5.6,0.94,1,1,3,0,0
marketing,500,90,mid,48.25,20,0.79,0.795,4.05,0.169,0.623,7,20,27.3,3.1,-1.0,1,1,2,0,3
design,5000,14,mid,39.06,23,0.847,0.585,3.88,0.106,0.811,30,20,4.0,4.8,0.312,0,1,2,1,1
writing,10000,7,expert,33.72,110,0.946,0.911,5.0,0.082,0.849,3,10,3.9,8.9,0.135,1,1,4,1,4
marketing,500,30,junior,11.75,3,0.639,0.499,2.73,0.215,0.61,1,10,5.9,3.3,0.94,1,1,1,1,3
data,10000,30,senior,30.32,61,0.833,0.834,4.98,0.154,0.855,3,10,2.5,6.6,0.121,1,1,3,1,0
writing,1000,60,mid,34.68,1,0.801,0.839,4.13,0.077,0.699,1,40,21.2,2.9,0.613,1,0,2,0,4
design,2000,90,senior,71.1,3,0.812,0.835,4.55,0.133,0.781,7,10,1.5,5.5,0.578,1,1,3,1,1
data,20000,60,expert,104.5,23,0.941,0.681,4.82,0.034,0.908,30,20,11.1,7.6,0.209,0,1,4,1,0
